order_id,customer_id,order_date,product_category,order_value,customer_age,customer_region
53,437,2024-10-03,Electronics,32.16,37.0,West
54,561,2024-10-29,Grocery,6.77,27.0,East
55,598,2026-02-08,Beauty,59.02,52.0,Central
56,53,2024-11-04,Clothing,11.33,32.0,North
57,656,2024-10-11,Electronics,20.39,29.0,North
58,186,2024-12-14,Electronics,35.91,27.0,South
59,893,2025-10-20,Home,15.2,38.0,West
60,820,2025-03-31,Grocery,12.1,39.0,Central
61,1108,2025-05-20,Grocery,13.23,54.0,Central
62,894,2025-04-06,Grocery,13.87,48.0,East
63,440,2025-04-08,Clothing,18.65,19.0,Central
64,1162,2025-03-26,Grocery,7.91,28.0,North
65,494,2025-06-02,Sports,32.5,46.0,East
66,391,2025-02-27,Electronics,37.57,37.0,Central
67,1087,2025-05-26,Home,17.9,23.0,South
68,445,2026-02-26,Clothing,48.81,29.0,Central
69,92,2026-02-15,Clothing,18.68,38.0,South
70,564,2024-10-05,Electronics,77.35,18.0,North
71,955,2024-11-01,Clothing,41.93,23.0,East
72,228,2025-04-24,Clothing,43.49,43.0,Central
73,556,2025-12-02,Electronics,60.82,37.0,South
74,156,2025-01-09,Electronics,40.16,33.0,Central
75,824,2025-12-19,Sports,21.26,48.0,North
76,571,2025-08-15,Grocery,10.41,39.0,West
77,397,2025-09-09,Electronics,10.95,23.0,East
78,273,2026-02-28,Grocery,18.55,27.0,North
79,678,2024-12-26,Clothing,23.26,37.0,West
80,804,2025-06-04,Home,39.55,20.0,West
81,1129,2025-09-17,Grocery,11.23,32.0,East
82,525,2025-06-06,Electronics,59.86,35.0,South
83,193,2026-03-06,Clothing,8.79,33.0,North
84,1000,2025-07-14,Grocery,5.98,55.0,Central
85,756,2025-05-30,Sports,5.0,54.0,West
86,841,2025-09-04,Clothing,18.53,25.0,
87,117,2024-12-13,Beauty,11.37,22.0,West
88,375,2025-10-23,Clothing,11.68,18.0,Central
89,922,2025-12-22,Sports,27.01,24.0,North
90,999,2025-05-26,Clothing,15.56,30.0,East
91,523,2024-11-12,Clothing,8.5,24.0,West
92,966,2025-08-16,Beauty,83.22,26.0,North
93,1011,2026-02-09,Clothing,19.64,24.0,North
94,465,2024-09-29,Clothing,10.49,50.0,West
95,1078,2025-07-10,Sports,14.78,43.0,Central
96,346,2025-12-03,Electronics,36.21,31.0,West
97,288,2025-04-08,Home,21.7,18.0,North
98,819,2025-09-15,Home,52.65,29.0,Central
99,765,2024-10-16,Beauty,17.24,20.0,North
100,168,2025-09-29,Beauty,55.02,23.0,South
101,1000,2025-05-13,Electronics,30.99,55.0,Central
102,240,2025-05-17,Clothing,25.94,42.0,West
103,966,2025-10-27,Grocery,22.25,26.0,Central
104,9,2025-06-10,Home,49.37,30.0,Central
105,957,2026-01-07,Beauty,39.72,45.0,West
106,945,2025-03-24,Electronics,34.12,27.0,South
107,937,2025-01-21,Grocery,12.01,53.0,South
108,798,2024-10-09,Clothing,4.54,33.0,Central
109,566,2025-09-12,Electronics,35.71,18.0,Central
110,847,2025-10-03,Beauty,34.79,42.0,South
111,333,2025-05-14,Grocery,20.64,18.0,South
112,937,2025-02-25,Home,22.88,53.0,South
113,667,2024-09-17,Beauty,50.11,38.0,South
114,551,2026-02-21,Sports,17.55,32.0,Central
115,607,2025-10-29,Grocery,7.84,18.0,North
116,683,2025-10-16,Sports,16.68,40.0,East
117,45,2025-10-20,Home,12.29,39.0,Central
118,168,2025-06-29,Beauty,26.26,23.0,East
119,295,2024-11-20,Grocery,14.33,33.0,East
120,138,2026-02-18,Electronics,57.92,37.0,South
121,528,2024-12-21,Home,18.8,24.0,North
122,803,2025-04-07,Clothing,19.4,24.0,South
123,786,2025-04-08,Clothing,5.44,29.0,North
124,566,2025-03-05,Electronics,50.34,18.0,North
125,1027,2026-01-03,Electronics,42.63,42.0,North
126,679,2025-01-27,Grocery,6.23,35.0,South
127,96,2025-10-24,Clothing,18.86,51.0,North
128,918,2025-06-01,Grocery,10.32,40.0,Central
129,690,2025-03-06,Sports,63.68,22.0,North
130,762,2025-04-14,Sports,11.69,48.0,South
131,679,2025-09-13,Clothing,24.5,35.0,Central
132,665,2025-08-05,Grocery,6.26,40.0,North
133,109,2025-06-22,Grocery,8.62,24.0,East
134,672,2026-02-12,Electronics,47.43,49.0,Central
135,954,2025-02-07,Beauty,15.92,23.0,East
136,365,2026-01-12,Electronics,40.03,39.0,South
137,724,2025-07-02,Grocery,14.71,,West
138,37,2025-03-18,Grocery,8.96,18.0,West
139,417,2026-01-22,Grocery,20.48,41.0,South
140,525,2024-09-15,Beauty,15.05,35.0,North
141,1180,2025-08-15,Home,22.73,35.0,North
142,258,2026-02-26,Electronics,49.9,38.0,Central
143,332,2025-03-16,Clothing,23.02,32.0,South
144,491,2025-05-09,Sports,32.52,30.0,North
145,1192,2025-03-26,Clothing,24.29,34.0,East
146,1025,2025-01-25,Beauty,23.95,51.0,Central
147,42,2025-06-23,Beauty,14.87,24.0,North
148,281,2024-12-15,Electronics,21.16,48.0,North
149,987,2025-08-19,Beauty,7.68,37.0,East
150,70,2025-05-16,Clothing,7.37,25.0,West
151,1027,2025-12-11,Home,69.4,42.0,East
152,338,2025-04-06,Grocery,3.19,37.0,Central
153,1102,2025-10-16,Electronics,82.22,29.0,North
154,353,2025-02-23,Grocery,7.36,34.0,South
155,522,2024-12-29,Grocery,24.56,45.0,South
156,795,2024-11-28,Grocery,3.21,38.0,South
157,152,2024-10-21,Clothing,17.44,32.0,East
158,669,2025-12-30,Electronics,96.12,23.0,West
159,607,2025-12-22,Electronics,61.63,18.0,South
160,941,2024-10-22,Clothing,16.41,42.0,West
161,1196,2025-08-13,Sports,6.89,42.0,North
162,798,2026-02-20,Sports,9.99,33.0,East
163,492,2025-10-03,Grocery,27.73,41.0,South
164,488,2024-12-10,Clothing,16.3,26.0,East
165,502,2025-08-27,Home,23.09,23.0,North
166,977,2026-01-24,Home,28.57,33.0,Central
167,386,2025-02-10,Clothing,9.19,41.0,Central
168,201,2025-11-21,Home,30.77,25.0,Central
169,402,2025-08-28,Grocery,9.37,43.0,Central
170,28,2026-03-04,Clothing,23.96,18.0,North
171,128,2025-04-15,Home,17.04,44.0,East
172,109,2025-07-09,Home,9.38,24.0,South
173,926,2024-11-23,Beauty,13.99,20.0,Central
174,867,2025-09-07,Grocery,17.7,61.0,North
175,837,2025-11-16,Grocery,15.27,22.0,South
176,555,2025-12-07,Grocery,12.28,50.0,West
177,861,2025-11-18,Grocery,20.66,41.0,North
178,194,2025-07-06,Grocery,10.67,59.0,West
179,1081,2026-01-18,Electronics,41.55,44.0,South
180,602,2025-08-01,Electronics,30.12,47.0,West
181,1126,2024-11-30,Home,42.79,25.0,Central
182,183,2025-01-16,Clothing,23.92,21.0,West
183,597,2025-03-27,Grocery,8.63,38.0,South
184,836,2024-11-09,Home,9.86,18.0,North
185,595,2025-01-09,Grocery,23.39,,North
186,536,2025-03-19,Beauty,11.57,43.0,North
187,200,2024-11-25,Grocery,12.58,25.0,East
188,458,2025-12-29,Electronics,164.8,34.0,South
189,287,2024-12-20,Beauty,29.24,50.0,South
190,362,2025-09-28,Electronics,105.62,44.0,South
191,821,2025-02-04,Home,17.45,21.0,Central
192,757,2024-10-29,Home,45.83,29.0,North
193,729,2025-06-12,Grocery,12.25,40.0,South
194,435,2026-01-18,Home,30.02,36.0,East
195,1152,2025-08-19,Beauty,60.77,20.0,North
196,106,2025-07-30,Sports,18.69,52.0,Central
197,412,2024-10-17,Clothing,20.32,34.0,North
198,142,2024-10-14,Clothing,11.68,18.0,West
199,407,2025-05-04,Beauty,30.81,45.0,West
200,1155,2024-10-09,Electronics,28.7,39.0,Central
201,440,2025-07-14,Clothing,37.1,19.0,West
202,1091,2025-07-27,Grocery,4.48,36.0,West
203,595,2024-12-10,Grocery,16.75,31.0,East
204,840,2025-03-11,Electronics,27.3,38.0,East
205,549,2025-05-28,Grocery,18.68,51.0,West
206,320,2025-07-03,Grocery,11.95,,East
207,918,2025-02-18,Grocery,8.74,40.0,East
208,1164,2025-01-24,Sports,17.52,37.0,South
209,317,2025-06-15,Grocery,7.24,33.0,South
210,935,2026-02-17,Grocery,19.92,30.0,South
211,314,2026-01-11,Electronics,21.41,31.0,North
212,861,2025-12-19,Grocery,10.27,41.0,East
213,947,2025-06-30,Sports,27.18,29.0,North
214,540,2025-04-09,Sports,58.17,18.0,East
215,885,2024-12-27,Clothing,19.97,29.0,West
216,327,2025-11-01,Clothing,17.37,21.0,East
217,96,2025-01-06,Clothing,23.67,51.0,West
218,116,2025-03-12,Grocery,3.47,25.0,North
219,537,2026-02-07,Clothing,9.78,33.0,North
220,1084,2025-08-29,Grocery,9.62,25.0,West
221,154,2025-09-24,Grocery,7.86,47.0,Central
222,547,2024-11-13,Electronics,15.37,28.0,West
223,845,2024-10-25,Grocery,20.16,42.0,West
224,243,2024-12-19,Grocery,14.08,31.0,West
225,866,2025-05-25,Electronics,43.7,43.0,West
226,368,2025-06-13,Clothing,13.24,39.0,West
227,971,2025-09-19,Grocery,12.64,48.0,West
228,696,2025-01-13,Grocery,16.41,54.0,North
229,657,2026-01-19,Grocery,10.28,40.0,North
230,213,2025-10-11,Grocery,15.74,43.0,South
231,556,2025-12-23,Beauty,11.21,37.0,East
232,1028,2025-06-13,Sports,23.42,40.0,West
233,24,2025-09-26,Clothing,39.87,30.0,South
234,911,2025-11-20,Clothing,42.06,19.0,South
235,592,2025-08-15,Home,53.46,20.0,West
236,864,2024-11-27,Home,28.61,39.0,
237,796,2025-05-09,Grocery,12.28,32.0,Central
238,519,2024-12-17,Grocery,9.21,30.0,North
239,371,2024-10-29,Clothing,6.79,27.0,South
240,753,2024-11-04,Electronics,17.93,45.0,East
241,169,2025-08-29,Grocery,10.9,42.0,South
242,701,2024-11-18,Clothing,18.82,24.0,North
243,114,2024-10-31,Clothing,46.87,30.0,South
244,780,2024-10-04,Clothing,44.21,31.0,South
245,755,2025-08-29,Electronics,26.61,41.0,South
246,102,2025-11-03,Home,39.38,38.0,West
247,909,2025-04-25,Electronics,30.17,47.0,North
248,499,2024-10-19,Grocery,18.15,33.0,South
249,945,2024-11-05,Grocery,19.55,27.0,North
250,50,2025-05-02,Beauty,38.09,46.0,Central
251,216,2025-12-16,Electronics,29.89,34.0,West
252,593,2025-07-21,Grocery,22.15,26.0,Central
253,226,2025-02-14,Clothing,6.53,29.0,Central
254,396,2025-05-08,Beauty,39.34,46.0,South
255,793,2025-09-01,Beauty,17.81,38.0,West
256,174,2025-09-02,Beauty,18.04,19.0,South
257,814,2026-02-02,Home,7.1,33.0,Central
258,125,2025-10-02,Clothing,15.91,42.0,East
259,211,2025-03-10,Clothing,45.3,34.0,South
260,706,2025-10-27,Grocery,9.33,26.0,Central
261,953,2024-09-16,Home,36.98,35.0,Central
262,205,2026-01-21,Electronics,41.01,57.0,Central
263,360,2025-04-23,Grocery,22.8,25.0,North
264,1111,2025-06-11,Beauty,20.28,30.0,South
265,1188,2024-12-12,Clothing,11.48,29.0,South
266,698,2024-11-12,Grocery,12.47,18.0,East
267,537,2025-05-17,Clothing,52.5,33.0,East
268,417,2025-03-31,Beauty,24.37,41.0,South
269,735,2025-02-22,Sports,20.6,30.0,West
270,710,2025-05-29,Electronics,155.49,23.0,South
271,354,2025-11-27,Sports,44.29,40.0,West
272,28,2025-07-18,Beauty,29.51,18.0,Central
273,182,2025-10-27,Beauty,21.87,20.0,West
274,1151,2025-06-29,Beauty,28.02,40.0,South
275,502,2025-04-08,Clothing,31.74,23.0,North
276,579,2025-11-13,Beauty,4.88,31.0,North
277,561,2025-10-23,Electronics,50.91,27.0,West
278,940,2024-12-17,Home,21.89,51.0,East
279,78,2025-08-15,Grocery,8.93,24.0,North
280,100,2025-11-19,Home,21.44,32.0,Central
281,332,2025-02-14,Sports,8.69,32.0,
282,584,2025-02-13,Clothing,6.8,32.0,Central
283,806,2024-12-15,Sports,46.68,19.0,East
284,589,2025-01-20,Clothing,26.5,37.0,Central
285,530,2024-09-17,Grocery,2.83,41.0,North
286,1126,2025-04-30,Grocery,8.53,25.0,North
287,194,2025-10-03,Beauty,30.66,59.0,Central
288,687,2024-11-26,Electronics,33.96,48.0,Central
289,651,2025-10-14,Clothing,42.39,47.0,East
290,569,2025-09-30,Home,45.25,35.0,North
291,970,2024-12-14,Clothing,8.9,30.0,South
292,321,2024-11-15,Clothing,18.43,29.0,West
293,1145,2025-09-04,Beauty,13.82,46.0,Central
294,398,2025-02-06,Home,10.47,42.0,South
295,655,2024-10-24,Beauty,7.55,37.0,North
296,625,2024-12-30,Electronics,24.77,35.0,West
297,1020,2026-03-04,Sports,15.04,38.0,West
298,527,2025-03-13,Grocery,14.28,29.0,East
299,342,2025-12-05,Clothing,37.58,43.0,East
300,26,2024-12-04,Grocery,16.4,54.0,Central
301,437,2026-01-29,Electronics,63.01,37.0,South
302,992,2024-09-16,Home,20.54,49.0,East
303,12,2025-12-01,Home,34.61,40.0,West
304,1076,2025-07-23,Clothing,18.37,35.0,East
305,652,2025-10-31,Grocery,9.25,33.0,Central
306,169,2024-12-22,Home,75.23,42.0,West
307,363,2025-08-06,Sports,5.46,44.0,East
308,665,2025-01-28,Clothing,6.53,40.0,North
309,379,2026-01-29,Grocery,15.16,40.0,West
310,131,2025-07-05,Clothing,17.13,39.0,North
311,800,2024-10-31,Clothing,8.48,32.0,North
312,807,2024-10-22,Clothing,10.67,28.0,East
313,143,2025-11-14,Clothing,11.53,25.0,East
314,338,2025-08-06,Home,41.17,,Central
315,293,2025-07-29,Clothing,41.57,51.0,West
316,792,2025-05-05,Clothing,53.72,29.0,Central
317,877,2025-05-20,Grocery,4.64,18.0,South
318,873,2026-01-08,Sports,9.73,40.0,East
319,1127,2025-01-19,Clothing,8.49,35.0,Central
320,923,2025-11-05,Clothing,43.52,21.0,East
321,385,2025-09-17,Grocery,15.48,32.0,Central
322,130,2024-12-08,Home,25.29,27.0,East
323,738,2025-02-27,Beauty,20.75,31.0,South
324,1100,2025-08-04,Grocery,11.65,27.0,East
325,1171,2024-10-30,Grocery,6.15,25.0,South
326,277,2025-08-06,Grocery,16.4,28.0,North
327,284,2025-05-05,Home,21.56,38.0,South
328,45,2025-10-25,Sports,10.75,39.0,North
329,170,2025-11-28,Clothing,28.35,36.0,South
330,666,2025-06-14,Clothing,15.56,34.0,Central
331,657,2025-05-06,Beauty,20.72,40.0,South
332,446,2024-12-26,Home,22.36,44.0,Central
333,372,2025-08-07,Grocery,20.57,24.0,East
334,996,2024-11-08,Grocery,13.75,31.0,North
335,553,2025-04-13,Clothing,11.82,34.0,North
336,970,2026-01-28,Beauty,21.93,30.0,Central
337,1156,2025-01-31,Home,29.82,37.0,West
338,381,2025-04-30,Home,32.76,37.0,Central
339,244,2025-08-08,Beauty,33.66,43.0,South
340,1144,2025-06-27,Clothing,13.88,45.0,West
341,762,2025-09-25,Clothing,29.99,48.0,West
342,350,2025-04-09,Grocery,4.28,28.0,Central
343,747,2025-05-04,Beauty,16.82,47.0,North
344,619,2025-07-08,Electronics,34.07,47.0,Central
345,1087,2025-10-03,Clothing,47.88,23.0,South
346,308,2025-08-03,Grocery,10.97,25.0,Central
347,1190,2025-06-11,Home,34.71,40.0,East
348,1124,2025-06-25,Home,8.38,57.0,East
349,217,2025-09-20,Home,19.52,37.0,South
350,198,2025-04-26,Grocery,7.25,30.0,Central
351,640,2025-11-04,Sports,97.57,41.0,South
352,54,2025-06-09,Beauty,12.12,43.0,East
353,359,2025-12-31,Home,25.19,22.0,East
354,523,2025-06-25,Home,26.0,24.0,West
355,1164,2025-01-07,Sports,8.51,37.0,East
356,1191,2024-12-20,Sports,16.11,39.0,West
357,182,2025-02-24,Electronics,51.21,20.0,East
358,1071,2025-01-28,Clothing,21.15,18.0,West
359,110,2026-01-30,Clothing,5.05,50.0,West
360,899,2025-09-03,Beauty,12.86,25.0,West
361,1015,2025-03-18,Home,44.47,31.0,Central
362,1069,2024-12-29,Grocery,17.15,32.0,East
363,269,2025-04-26,Grocery,25.03,21.0,North
364,1073,2024-12-01,Sports,12.23,47.0,West
365,140,2025-10-10,Beauty,38.99,40.0,North
366,623,2025-12-14,Sports,21.51,29.0,South
367,564,2026-01-19,Clothing,52.21,18.0,West
368,380,2025-04-26,Beauty,18.11,49.0,East
369,27,2025-03-12,Beauty,5.29,35.0,East
370,927,2025-10-03,Clothing,33.43,35.0,Central
371,403,2025-01-07,Grocery,9.24,21.0,South
372,794,2025-01-31,Sports,17.63,,North
373,493,2025-08-24,Grocery,5.04,45.0,North
374,449,2025-10-29,Electronics,106.32,30.0,South
375,1064,2025-01-30,Home,17.63,31.0,West
376,114,2025-03-09,Home,62.01,30.0,West
377,884,2025-12-04,Clothing,15.51,28.0,East
378,897,2025-10-20,Home,13.81,38.0,South
379,456,2025-06-17,Grocery,26.6,37.0,East
380,315,2025-06-03,Beauty,17.3,29.0,North
381,7,2025-12-07,Grocery,11.6,38.0,West
382,1125,2024-10-10,Home,11.17,42.0,West
383,1138,2025-08-09,Beauty,13.74,26.0,North
384,290,2025-08-13,Grocery,15.59,40.0,Central
385,39,2026-02-02,Grocery,5.53,36.0,West
386,148,2024-11-19,Beauty,13.08,57.0,South
387,82,2025-10-31,Grocery,9.36,37.0,West
388,998,2024-09-20,Grocery,12.54,21.0,West
389,1071,2025-06-12,Electronics,97.6,18.0,North
390,184,2024-11-19,Sports,18.46,31.0,North
391,897,2025-11-30,Electronics,26.55,38.0,West
392,216,2025-12-07,Clothing,104.36,34.0,Central
393,441,2024-12-29,Sports,17.04,29.0,East
394,720,2024-12-19,Electronics,35.83,18.0,East
395,864,2025-05-17,Clothing,16.2,39.0,West
396,1050,2026-02-17,Clothing,17.01,18.0,East
397,54,2024-10-13,Clothing,21.04,43.0,North
398,236,2025-08-06,Clothing,34.9,38.0,South
399,337,2024-10-17,Home,30.71,,Central
400,373,2024-11-21,Grocery,23.0,46.0,Central
401,1198,2024-12-02,Home,45.09,35.0,Central
402,933,2025-02-28,Grocery,13.66,33.0,North
403,385,2025-03-08,Clothing,25.17,32.0,East
404,1167,2025-05-23,Grocery,23.44,45.0,East
405,600,2026-02-21,Electronics,20.62,23.0,South
406,601,2025-08-09,Home,107.9,46.0,South
407,521,2025-02-05,Clothing,14.77,38.0,West
408,173,2024-12-23,Grocery,9.76,28.0,West
409,1122,2025-05-08,Grocery,5.82,47.0,West
410,17,2025-02-16,Beauty,8.89,33.0,South
411,210,2026-02-23,Clothing,36.03,31.0,East
412,276,2025-06-27,Beauty,70.58,38.0,North
413,336,2025-06-05,Clothing,14.29,21.0,North
414,159,2024-11-10,Grocery,14.84,35.0,East
415,22,2025-09-20,Home,27.51,39.0,South
416,814,2025-11-02,Electronics,73.21,33.0,Central
417,1164,2025-08-28,Grocery,45.62,37.0,East
418,147,2025-12-04,Sports,55.03,44.0,North
419,356,2025-05-09,Grocery,10.44,29.0,North
420,608,2025-03-24,Clothing,27.58,40.0,West
421,1114,2024-12-29,Clothing,29.28,20.0,North
422,834,2024-09-28,Electronics,39.69,37.0,North
423,920,2026-01-26,Beauty,9.37,35.0,East
424,698,2025-10-24,Grocery,7.46,18.0,South
425,501,2025-09-25,Sports,44.0,25.0,West
426,240,2025-10-23,Home,51.07,42.0,East
427,1038,2024-12-15,Sports,19.51,39.0,North
428,965,2025-12-21,Beauty,21.14,47.0,West
429,31,2026-02-18,Sports,45.32,36.0,East
430,859,2024-11-27,Home,8.67,38.0,West
431,102,2024-10-03,Clothing,15.37,38.0,North
432,887,2025-11-04,Clothing,67.41,45.0,West
433,992,2025-09-08,Home,28.84,49.0,South
434,158,2025-06-08,Clothing,10.2,18.0,East
435,521,2025-05-26,Home,25.86,38.0,South
436,149,2024-09-17,Grocery,22.24,27.0,Central
437,681,2025-07-31,Beauty,3.92,18.0,South
438,1114,2026-02-28,Grocery,13.4,20.0,Central
439,98,2025-07-21,Sports,17.67,56.0,Central
440,478,2025-05-10,Grocery,4.5,38.0,East
441,1168,2025-05-31,Grocery,12.66,34.0,South
442,362,2025-06-03,Beauty,16.66,44.0,South
443,159,2024-10-24,Beauty,17.82,35.0,Central
444,587,2024-12-25,Home,19.56,38.0,West
445,611,2025-10-22,Sports,11.97,27.0,East
446,796,2025-08-27,Clothing,8.39,32.0,North
447,377,2025-03-11,Beauty,11.94,35.0,Central
448,1147,2025-07-28,Clothing,33.63,39.0,North
449,626,2025-07-18,Electronics,46.2,39.0,North
450,344,2025-12-06,Clothing,19.27,35.0,South
451,1153,2025-10-20,Grocery,6.46,,East
452,1110,2025-01-30,Electronics,32.1,40.0,Central
453,599,2024-12-06,Home,37.51,34.0,West
454,30,2025-01-07,Grocery,16.31,47.0,North
455,717,2025-09-21,Sports,16.59,27.0,South
456,667,2025-12-23,Electronics,8.38,38.0,West
457,178,2025-12-10,Grocery,8.04,39.0,East
458,761,2025-08-06,Home,18.04,18.0,North
459,1009,2025-05-31,Grocery,6.99,43.0,South
460,128,2024-11-09,Grocery,9.41,44.0,West
461,868,2024-11-06,Home,39.34,47.0,Central
462,169,2026-03-05,Grocery,11.78,42.0,West
463,899,2025-02-17,Grocery,21.82,25.0,North
464,503,2025-09-26,Home,9.75,35.0,West
465,8,2025-11-20,Grocery,10.04,32.0,South
466,1160,2025-05-11,Beauty,5.65,40.0,Central
467,200,2026-02-16,Beauty,13.99,25.0,South
468,716,2025-09-07,Grocery,6.44,27.0,North
469,218,2025-05-12,Electronics,86.65,32.0,East
470,1120,2025-10-11,Grocery,15.41,47.0,South
471,886,2025-04-20,Home,44.31,34.0,South
472,966,2025-07-01,Grocery,9.31,26.0,East
473,519,2024-12-30,Sports,11.98,30.0,West
474,561,2025-11-28,Grocery,6.41,27.0,Central
475,762,2026-02-04,Home,28.26,48.0,South
476,942,2025-05-25,Grocery,35.7,31.0,North
477,1017,2025-10-19,Grocery,15.43,36.0,East
478,22,2025-02-18,Electronics,32.08,39.0,East
479,797,2026-01-15,Electronics,35.87,42.0,North
480,131,2025-04-30,Sports,21.68,39.0,Central
481,346,2024-09-18,Grocery,40.66,31.0,Central
482,996,2026-01-15,Grocery,25.26,31.0,North
483,301,2025-09-25,Clothing,23.48,18.0,West
484,957,2024-12-06,Clothing,21.45,45.0,West
485,556,2025-05-22,Beauty,21.63,37.0,South
486,280,2025-12-02,Sports,29.72,21.0,West
487,402,2025-11-11,Beauty,14.11,43.0,North
488,637,2025-01-18,Grocery,7.26,46.0,North
489,919,2024-11-27,Clothing,37.31,37.0,Central
490,728,2025-08-24,Home,24.42,28.0,West
491,1120,2025-06-24,Clothing,35.49,47.0,South
492,1042,2025-01-08,Home,64.72,38.0,East
493,905,2025-12-01,Grocery,16.47,39.0,Central
494,724,2025-11-15,Clothing,24.91,33.0,East
495,348,2025-01-12,Beauty,123.32,48.0,Central
496,496,2025-11-26,Clothing,22.74,48.0,
497,143,2025-01-14,Sports,11.48,25.0,South
498,450,2025-06-11,Clothing,16.97,27.0,West
499,1112,2024-09-18,Grocery,30.58,43.0,West
500,512,2026-02-17,Clothing,9.24,36.0,West
501,137,2024-10-12,Grocery,7.67,46.0,South
502,783,2025-11-05,Electronics,78.02,25.0,North
503,1156,2026-02-16,Grocery,10.24,37.0,North
504,1041,2025-02-09,Home,22.56,27.0,West
505,329,2025-05-23,Beauty,34.42,27.0,West
506,545,2024-12-09,Clothing,13.06,39.0,West
507,638,2026-01-07,Grocery,4.99,18.0,East
508,298,2026-01-22,Clothing,8.73,32.0,North
509,323,2025-05-04,Beauty,25.63,34.0,North
510,284,2024-11-15,Electronics,46.93,38.0,West
511,1194,2025-07-30,Grocery,7.95,21.0,East
512,896,2024-12-31,Electronics,20.04,32.0,West
513,1010,2024-11-02,Electronics,34.15,32.0,North
514,980,2024-11-22,Clothing,39.25,48.0,East
515,1151,2025-06-05,Grocery,7.3,40.0,Central
516,127,2025-02-22,Sports,14.85,26.0,North
517,1058,2025-05-27,Grocery,5.9,31.0,North
518,80,2025-03-07,Grocery,9.67,45.0,West
519,571,2025-05-04,Grocery,14.76,39.0,East
520,714,2025-05-27,Electronics,142.91,32.0,Central
521,430,2025-07-14,Clothing,22.89,30.0,Central
522,176,2025-03-19,Grocery,11.67,41.0,West
523,231,2025-01-25,Clothing,33.71,41.0,North
524,990,2024-10-26,Home,36.6,42.0,East
525,383,2025-04-09,Clothing,14.2,33.0,Central
526,373,2026-01-11,Sports,87.93,46.0,East
527,1109,2025-04-23,Clothing,19.79,40.0,Central
528,173,2025-09-17,Grocery,13.89,28.0,West
529,1099,2026-02-20,Sports,30.76,33.0,North
530,1106,2026-01-26,Beauty,22.25,50.0,East
531,719,2025-04-21,Clothing,50.16,29.0,West
532,199,2024-10-12,Beauty,12.69,31.0,North
533,188,2025-06-06,Electronics,64.28,28.0,South
534,342,2025-07-09,Clothing,22.17,43.0,West
535,693,2026-01-18,Beauty,32.6,37.0,North
536,185,2025-03-07,Beauty,15.89,49.0,South
537,547,2026-02-05,Clothing,16.28,28.0,West
