order_id,customer_id,order_date,product_category,order_value,customer_age,customer_region
2929,223,2024-10-20,Grocery,6.59,33.0,North
3159,802,2024-10-20,Grocery,30.91,21.0,Central
4520,515,2024-10-20,Grocery,15.89,41.0,West
738,401,2024-10-21,Home,31.0,36.0,South
804,1103,2024-10-21,Electronics,42.96,32.0,North
901,6,2024-10-21,Beauty,37.96,24.0,North
948,161,2024-10-21,Home,6.97,24.0,Central
1173,470,2024-10-21,Clothing,27.57,42.0,Central
3026,753,2024-10-21,Electronics,152.02,45.0,North
3393,957,2024-10-21,Clothing,39.08,45.0,West
3725,11,2024-10-21,Electronics,38.42,37.0,Central
4587,258,2024-10-21,Clothing,11.78,38.0,West
157,152,2024-10-22,Clothing,17.44,32.0,East
651,588,2024-10-22,Beauty,10.14,26.0,West
983,657,2024-10-22,Beauty,15.9,40.0,North
1410,340,2024-10-22,Grocery,20.0,38.0,North
2518,632,2024-10-22,Home,46.68,23.0,South
2572,1120,2024-10-22,Sports,30.5,47.0,Central
2778,1084,2024-10-22,Beauty,40.01,25.0,North
3529,225,2024-10-22,Home,17.79,34.0,West
160,941,2024-10-23,Clothing,16.41,42.0,West
312,807,2024-10-23,Clothing,10.67,28.0,East
931,646,2024-10-23,Sports,6.87,30.0,South
1792,1058,2024-10-23,Clothing,9.64,31.0,West
2577,326,2024-10-23,Sports,8.5,33.0,East
2883,676,2024-10-23,Clothing,18.61,36.0,South
3519,814,2024-10-23,Electronics,27.68,33.0,East
4047,543,2024-10-23,Clothing,27.69,34.0,Central
4763,118,2024-10-23,Home,17.64,30.0,East
869,536,2024-10-24,Grocery,16.22,43.0,West
1084,668,2024-10-24,Grocery,10.27,25.0,West
1858,702,2024-10-24,Clothing,37.69,60.0,East
2116,244,2024-10-24,Beauty,109.04,43.0,South
2349,242,2024-10-24,Clothing,30.38,34.0,West
2355,371,2024-10-24,Electronics,37.65,27.0,South
2790,1002,2024-10-24,Grocery,28.42,28.0,South
3088,212,2024-10-24,Grocery,12.69,34.0,North
4510,1160,2024-10-24,Grocery,14.3,40.0,Central
295,655,2024-10-25,Beauty,7.55,37.0,North
443,159,2024-10-25,Beauty,17.82,35.0,Central
640,1139,2024-10-25,Electronics,195.06,33.0,South
818,128,2024-10-25,Grocery,11.79,44.0,West
1404,387,2024-10-25,Electronics,197.88,34.0,North
1766,1123,2024-10-25,Home,27.23,35.0,North
2848,464,2024-10-25,Clothing,36.59,42.0,West
3172,1127,2024-10-25,Home,23.97,35.0,North
3943,1114,2024-10-25,Grocery,15.74,20.0,West
4204,157,2024-10-25,Clothing,39.32,28.0,West
4565,1077,2024-10-25,Home,38.93,39.0,West
223,845,2024-10-26,Grocery,20.16,42.0,West
749,376,2024-10-26,Sports,15.85,50.0,East
1613,805,2024-10-26,Electronics,29.72,34.0,South
2835,466,2024-10-26,Home,31.02,26.0,South
4081,1085,2024-10-26,Electronics,95.03,31.0,East
4139,1058,2024-10-26,Clothing,47.46,31.0,South
4247,328,2024-10-26,Electronics,73.46,20.0,East
4526,551,2024-10-26,Electronics,106.77,32.0,West
4838,81,2024-10-26,Electronics,33.69,40.0,South
524,990,2024-10-27,Home,36.6,42.0,East
1098,907,2024-10-27,Electronics,42.52,25.0,West
1180,30,2024-10-27,Clothing,26.14,47.0,East
1486,1036,2024-10-27,Beauty,18.51,24.0,East
2030,412,2024-10-27,Beauty,9.88,34.0,West
3370,142,2024-10-27,Grocery,17.23,18.0,West
3660,593,2024-10-27,Clothing,13.58,26.0,North
3814,532,2024-10-27,Sports,20.69,18.0,West
4501,832,2024-10-27,Home,17.81,52.0,North
4949,318,2024-10-27,Home,19.22,45.0,Central
4978,133,2024-10-27,Beauty,26.23,29.0,East
1243,1156,2024-10-28,Grocery,23.27,37.0,East
1406,187,2024-10-28,Home,33.48,29.0,East
4155,273,2024-10-28,Electronics,25.82,27.0,East
4294,114,2024-10-28,Grocery,17.45,30.0,Central
4499,294,2024-10-28,Sports,34.39,26.0,East
4739,420,2024-10-28,Home,19.81,24.0,South
4993,1190,2024-10-28,Clothing,32.73,40.0,North
1184,538,2024-10-29,Home,56.29,29.0,Central
1318,709,2024-10-29,Home,5.11,37.0,North
1756,383,2024-10-29,Grocery,10.69,33.0,West
2033,109,2024-10-29,Grocery,12.72,24.0,West
2170,1174,2024-10-29,Grocery,6.14,53.0,West
2229,348,2024-10-29,Grocery,19.03,48.0,Central
3218,516,2024-10-29,Electronics,57.6,26.0,East
3375,807,2024-10-29,Home,55.88,28.0,Central
3411,86,2024-10-29,Home,23.1,32.0,Central
3772,397,2024-10-29,Sports,23.11,23.0,South
4197,665,2024-10-29,Electronics,38.58,40.0,North
4324,319,2024-10-29,Home,108.37,23.0,South
4464,787,2024-10-29,Grocery,12.86,27.0,South
4519,854,2024-10-29,Clothing,20.19,38.0,North
4566,407,2024-10-29,Electronics,48.57,45.0,East
37,1030,2024-10-30,Beauty,12.45,38.0,Central
54,561,2024-10-30,Grocery,6.77,27.0,East
192,757,2024-10-30,Home,45.83,29.0,North
239,371,2024-10-30,Clothing,6.79,27.0,South
865,1016,2024-10-30,Home,47.73,44.0,East
877,648,2024-10-30,Home,8.8,46.0,South
908,208,2024-10-30,Home,25.03,28.0,North
920,764,2024-10-30,Clothing,82.07,36.0,North
987,740,2024-10-30,Grocery,16.36,45.0,North
1133,954,2024-10-30,Home,32.81,23.0,North
2257,956,2024-10-30,Clothing,29.25,33.0,West
2323,406,2024-10-30,Clothing,19.04,38.0,North
2764,44,2024-10-30,Clothing,20.24,37.0,West
4960,1133,2024-10-30,Clothing,15.55,18.0,South
50,935,2024-10-31,Sports,44.97,30.0,West
325,1171,2024-10-31,Grocery,6.15,25.0,South
925,298,2024-10-31,Electronics,62.52,32.0,South
1075,561,2024-10-31,Beauty,18.22,27.0,Central
3888,213,2024-10-31,Electronics,35.27,43.0,Central
4176,419,2024-10-31,Sports,29.11,41.0,East
243,114,2024-11-01,Clothing,46.87,30.0,South
311,800,2024-11-01,Clothing,8.48,32.0,North
2305,1099,2024-11-01,Electronics,55.81,33.0,West
2860,536,2024-11-01,Home,30.75,43.0,East
2953,1125,2024-11-01,Beauty,11.84,42.0,South
3138,573,2024-11-01,Grocery,13.92,32.0,South
3574,397,2024-11-01,Clothing,13.81,23.0,West
4470,899,2024-11-01,Grocery,33.01,25.0,Central
4731,1103,2024-11-01,Clothing,13.19,32.0,West
4827,237,2024-11-01,Sports,21.38,28.0,Central
4962,607,2024-11-01,Electronics,24.15,18.0,North
71,955,2024-11-02,Clothing,41.93,23.0,East
1956,481,2024-11-02,Electronics,12.01,20.0,West
2324,783,2024-11-02,Sports,8.91,25.0,South
3210,283,2024-11-02,Sports,22.21,32.0,Central
3260,493,2024-11-02,Electronics,69.69,45.0,Central
3314,270,2024-11-02,Clothing,6.59,27.0,West
4660,598,2024-11-02,Clothing,19.57,52.0,South
513,1010,2024-11-03,Electronics,34.15,32.0,North
1152,606,2024-11-03,Home,16.47,32.0,North
1808,578,2024-11-03,Sports,19.34,32.0,East
2464,703,2024-11-03,Sports,8.64,31.0,North
3643,1116,2024-11-03,Grocery,5.71,22.0,East
3942,375,2024-11-03,Grocery,18.45,18.0,South
1967,446,2024-11-04,Electronics,29.36,44.0,West
2126,307,2024-11-04,Sports,9.67,22.0,Central
2469,33,2024-11-04,Beauty,30.74,25.0,South
3060,329,2024-11-04,Beauty,6.61,27.0,East
3200,318,2024-11-04,Grocery,14.91,45.0,East
3573,827,2024-11-04,Beauty,24.04,22.0,Central
3811,275,2024-11-04,Beauty,45.05,45.0,North
3891,681,2024-11-04,Beauty,16.5,18.0,Central
56,53,2024-11-05,Clothing,11.33,32.0,North
240,753,2024-11-05,Electronics,17.93,45.0,East
619,74,2024-11-05,Home,26.14,35.0,Central
1191,499,2024-11-05,Beauty,36.92,33.0,East
1679,1110,2024-11-05,Grocery,15.81,40.0,East
1916,622,2024-11-05,Beauty,26.68,30.0,Central
3048,913,2024-11-05,Sports,27.92,34.0,West
3579,1058,2024-11-05,Home,14.36,31.0,Central
3864,733,2024-11-05,Electronics,59.74,42.0,East
4639,739,2024-11-05,Home,46.6,28.0,South
249,945,2024-11-06,Grocery,19.55,27.0,North
1264,988,2024-11-06,Home,23.97,37.0,South
1865,1003,2024-11-06,Electronics,18.64,28.0,South
2001,1054,2024-11-06,Home,27.91,28.0,East
3389,348,2024-11-06,Clothing,48.6,48.0,East
4428,579,2024-11-06,Clothing,20.04,31.0,North
461,868,2024-11-07,Home,39.34,47.0,Central
1482,2,2024-11-07,Electronics,36.74,52.0,West
2171,26,2024-11-07,Electronics,50.97,54.0,East
3360,633,2024-11-07,Grocery,12.52,34.0,North
3907,859,2024-11-07,Clothing,13.44,38.0,East
3955,712,2024-11-07,Electronics,23.34,40.0,Central
4248,232,2024-11-07,Clothing,30.69,18.0,East
1081,1105,2024-11-08,Grocery,19.26,39.0,West
2431,159,2024-11-08,Beauty,53.56,35.0,South
3557,846,2024-11-08,Home,9.99,33.0,East
3570,296,2024-11-08,Beauty,31.92,27.0,Central
334,996,2024-11-09,Grocery,13.75,31.0,North
1705,1104,2024-11-09,Electronics,18.09,41.0,North
3041,475,2024-11-09,Grocery,11.46,19.0,Central
3081,528,2024-11-09,Grocery,11.3,24.0,East
3399,10,2024-11-09,Sports,20.28,42.0,West
3681,852,2024-11-09,Grocery,9.31,29.0,North
3758,657,2024-11-09,Grocery,4.18,40.0,East
3939,868,2024-11-09,Clothing,11.04,47.0,West
4215,823,2024-11-09,Grocery,29.15,49.0,South
184,836,2024-11-10,Home,9.86,18.0,North
460,128,2024-11-10,Grocery,9.41,44.0,West
1742,893,2024-11-10,Clothing,24.1,38.0,East
414,159,2024-11-11,Grocery,14.84,35.0,East
2031,667,2024-11-11,Grocery,6.36,38.0,North
3710,1020,2024-11-11,Clothing,10.41,38.0,North
3727,132,2024-11-11,Sports,13.73,35.0,East
743,762,2024-11-12,Beauty,26.55,48.0,North
1024,1011,2024-11-12,Beauty,5.37,24.0,West
1701,319,2024-11-12,Grocery,10.45,23.0,South
2147,212,2024-11-12,Clothing,12.62,34.0,East
2228,1120,2024-11-12,Clothing,40.92,47.0,East
2315,273,2024-11-12,Clothing,11.27,27.0,West
2326,988,2024-11-12,Clothing,23.05,37.0,North
2691,876,2024-11-12,Grocery,13.43,21.0,South
3225,730,2024-11-12,Clothing,18.83,31.0,East
3651,145,2024-11-12,Clothing,24.25,27.0,West
4805,831,2024-11-12,Grocery,17.5,32.0,West
91,523,2024-11-13,Clothing,8.5,24.0,West
266,698,2024-11-13,Grocery,12.47,18.0,East
546,65,2024-11-13,Clothing,29.85,34.0,Central
1657,1017,2024-11-13,Electronics,36.02,36.0,South
2082,111,2024-11-13,Beauty,34.32,18.0,Central
2127,370,2024-11-13,Clothing,24.98,20.0,South
2429,906,2024-11-13,Electronics,56.04,33.0,Central
2725,949,2024-11-13,Beauty,16.7,46.0,North
3246,972,2024-11-13,Grocery,9.42,24.0,Central
3455,982,2024-11-13,Grocery,21.67,45.0,South
3524,203,2024-11-13,Clothing,20.37,35.0,South
4399,84,2024-11-13,Beauty,46.29,43.0,North
4759,543,2024-11-13,Grocery,27.81,46.0,North
4798,149,2024-11-13,Clothing,27.63,27.0,North
222,547,2024-11-14,Electronics,15.37,28.0,West
693,1118,2024-11-14,Electronics,24.19,26.0,North
1102,564,2024-11-14,Grocery,12.42,18.0,North
2086,787,2024-11-14,Beauty,13.91,27.0,West
4673,253,2024-11-14,Sports,12.14,36.0,East
4724,63,2024-11-14,Clothing,18.83,40.0,West
783,148,2024-11-15,Electronics,92.29,57.0,South
